101,"Moby-Dick or, the Whale",Herman Melville,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327940656l/153747.jpg,"""It is the horrible texture of a fabric that should be woven of ships' cables and hawsers. A Polar wind blows through it, and birds of prey hover over it."" So Melville wrote of his masterpiece, one of the greatest works of imagination in literary history. In part, Moby-Dick is the story of an eerily compelling madman pursuing an unholy war against a creature as vast and dangerous and unknowable as the sea itself. But more than just a novel of adventure, more than an encyclopaedia of whaling lore and legend, the book can be seen as part of its author's lifelong meditation on America. Written with wonderfully redemptive humour, Moby-Dick is also a profound inquiry into character, faith, and the nature of perception.This edition of Moby-Dick, which reproduces the definitive text of the novel, includes invaluable explanatory notes, along with maps, illustrations, and a glossary of nautical terms.",2
102,The Red Tent,Anita Diamant,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405739117l/4989.jpg,"Her name is Dinah. In the Bible, her life is only hinted at in a brief and violent detour within the more familiar chapters of the Book of Genesis that are about her father, Jacob, and his dozen sons. Told in Dinah's voice, this novel reveals the traditions and turmoils of ancient womanhood—the world of the red tent. It begins with the story of her mothers—Leah, Rachel, Zilpah, and Bilhah—the four wives of Jacob. They love Dinah and give her gifts that sustain her through a hard-working youth, a calling to midwifery, and a new home in a foreign land. Dinah's story reaches out from a remarkable period of early history and creates an intimate connection with the past. Deeply affecting, The Red Tent combines rich storytelling with a valuable achievement in modern fiction: a new view of biblical women's society.",3
128,The Godfather,"Mario Puzo, Robert Thompson (Introduction), Peter Bart (Afterword)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1394988109l/22034._SY475_.jpg,"The Godfather—the epic tale of crime and betrayal that became a global phenomenon.Almost fifty years ago, a classic was born. A searing portrayal of the Mafia underworld, The Godfather introduced readers to the first family of American crime fiction, the Corleones, and their powerful legacy of tradition, blood, and honor. The seduction of power, the pitfalls of greed, and the allegiance to family—these are the themes that have resonated with millions of readers around the world and made The Godfather the definitive novel of the violent subculture that, steeped in intrigue and controversy, remains indelibly etched in our collective consciousness.~penguin.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
129,The Scarlet Letter,"Nathaniel Hawthorne, Thomas E. Connolly (Annotations), Nina Baym (Introduction)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1404810944l/12296.jpg,"Nathaniel Hawthorne's THE SCARLET LETTER reaches to our nation's historical and moral roots for the material of great tragedy. Set in an early New England colony, the novel shows the terrible impact a single, passionate act has on the lives of three members of the community: the defiant Hester Prynne; the fiery, tortured Reverend Dimmesdale; and the obsessed, vengeful Chillingworth.With THE SCARLET LETTER, Hawthorne became the first American novelist to forge from our Puritan heritage a universal classic, a masterful exploration of humanity's unending struggle with sin, guilt and pride.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
130,In Cold Blood,Truman Capote,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1424931136l/168642.jpg,"On November 15, 1959, in the small town of Holcomb, Kansas, four members of the Clutter family were savagely murdered by blasts from a shotgun held a few inches from their faces. There was no apparent motive for the crime, and there were almost no clues. As Truman Capote reconstructs the murder and the investigation that led to the capture, trial, and execution of the killers, he generates both mesmerizing suspense and astonishing empathy. At the center of his study are the amoral young killers Perry Smith and Dick Hickcock, who, vividly drawn by Capote, are shown to be reprehensible yet entirely and frighteningly human. In Cold Blood is a seminal work of modern prose, a remarkable synthesis of journalistic skill and powerfully evocative narrative.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
131,Fight Club,Chuck Palahniuk (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1558216416l/36236124._SY475_.jpg,"Chuck Palahniuk showed himself to be his generation’s most visionary satirist in this, his first book. Fight Club’s estranged narrator leaves his lackluster job when he comes under the thrall of Tyler Durden, an enigmatic young man who holds secret after-hours boxing matches in the basement of bars. There, two men fight ""as long as they have to."" This is a gloriously original work that exposes the darkness at the core of our modern world.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
132,The Five People You Meet in Heaven,Mitch Albom (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388200541l/3431.jpg,"From the author of the phenomenal #1 New York Times bestseller Tuesdays with Morrie, a novel that explores the unexpected connections of our lives, and the idea that heaven is more than a place; it's an answer. Eddie is a wounded war veteran, an old man who has lived, in his mind, an uninspired life. His job is fixing rides at a seaside amusement park. On his 83rd birthday, a tragic accident kills him as he tries to save a little girl from a falling cart. He awakes in the afterlife, where he learns that heaven is not a destination. It's a place where your life is explained to you by five people, some of whom you knew, others who may have been strangers. One by one, from childhood to soldier to old age, Eddie's five people revisit their connections to him on earth, illuminating the mysteries of his ""meaningless"" life, and revealing the haunting secret behind the eternal question: ""Why was I here?""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
133,"Hush, Hush",Becca Fitzpatrick (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1358261334l/6339664.jpg,"A SACRED OATHA FALLEN ANGELA FORBIDDEN LOVERomance was not part of Nora Grey's plan. She's never been particularly attracted to the boys at her school, no matter how hard her best friend, Vee, pushes them at her. Not until Patch comes along. With his easy smile and eyes that seem to see inside her, Patch draws Nora to him against her better judgment.But after a series of terrifying encounters, Nora's not sure whom to trust. Patch seems to be everywhere she is and seems to know more about her than her closest friends. She can't decide whether she should fall into his arms or run and hide. And when she tries to seek some answers, she finds herself near a truth that is way more unsettling than anything Patch makes her feel.For she is right in the middle of an ancient battle between the immortal and those that have fallen - and, when it comes to choosing sides, the wrong choice will cost Nora her life.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
134,The Cat in the Hat,Dr. Seuss,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1468890477l/233093._SX318_.jpg,"Poor Sally and her brother. It's cold and wet and they're stuck in the house with nothing to do . . . until a giant cat in a hat shows up, transforming the dull day into a madcap adventure and almost wrecking the place in the process! Written by Dr. Seuss in 1957 in response to the concern that ""pallid primers [with] abnormally courteous, unnaturally clean boys and girls' were leading to growing illiteracy among children, The Cat in the Hat (the first Random House Beginner Book) changed the way our children learn how to read.Book Details: 
   Format: Hardcover 
   Publication Date: 3/12/1957 
   Pages: 72 
   Reading Level: Age 3 and Up 
 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
135,American Gods,Neil Gaiman (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1462924585l/30165203.jpg,"Days before his release from prison, Shadow's wife, Laura, dies in a mysterious car crash. Numbly, he makes his way back home. On the plane, he encounters the enigmatic Mr Wednesday, who claims to be a refugee from a distant war, a former god and the king of America. Together they embark on a profoundly strange journey across the heart of the USA, whilst all around them a storm of preternatural and epic proportions threatens to break.Scary, gripping and deeply unsettling, American Gods takes a long, hard look into the soul of America. You'll be surprised by what - and who - it finds there...This is the author's preferred text, never before published in the UK, and is about 12,000 words longer than the previous UK edition.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
136,The Count of Monte Cristo,"Alexandre Dumas, Robin Buss (Translator)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309203605l/7126.jpg,"Thrown in prison for a crime he has not committed, Edmond Dantes is confined to the grim fortress of If. There he learns of a great hoard of treasure hidden on the Isle of Monte Cristo and he becomes determined not only to escape, but also to unearth the treasure and use it to plot the destruction of the three men responsible for his incarceration. Dumas’ epic tale of suffering and retribution, inspired by a real-life case of wrongful imprisonment, was a huge popular success when it was first serialized in the 1840s.Robin Buss’s lively English translation is complete and unabridged, and remains faithful to the style of Dumas’s original. This edition includes an introduction, explanatory notes and suggestions for further reading.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
137,Lonesome Dove,Larry McMurtry,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1559668037l/256008.jpg,"A love story, an adventure, and an epic of the frontier, Larry McMurtry’s Pulitzer Prize— winning classic, Lonesome Dove, the third book in the Lonesome Dove tetralogy, is the grandest novel ever written about the last defiant wilderness of America.Journey to the dusty little Texas town of Lonesome Dove and meet an unforgettable assortment of heroes and outlaws, whores and ladies, Indians and settlers. Richly authentic, beautifully written, always dramatic, Lonesome Dove is a book to make us laugh, weep, dream, and remember.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
138,Perfume: The Story of a Murderer,"Patrick Süskind, John E. Woods (Translator)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1409112276l/343.jpg,"An acclaimed bestseller and international sensation, Patrick Suskind's classic novel provokes a terrifying examination of what happens when one man's indulgence in his greatest passion—his sense of smell—leads to murder.In the slums of eighteenth-century France, the infant Jean-Baptiste Grenouille is born with one sublime gift—an absolute sense of smell. As a boy, he lives to decipher the odors of Paris, and apprentices himself to a prominent perfumer who teaches him the ancient art of mixing precious oils and herbs. But Grenouille's genius is such that he is not satisfied to stop there, and he becomes obsessed with capturing the smells of objects such as brass doorknobs and fresh-cut wood. Then one day he catches a hint of a scent that will drive him on an ever-more-terrifying quest to create the ""ultimate perfume""—the scent of a beautiful young virgin. Told with dazzling narrative brilliance, Perfume is a hauntingly powerful tale of murder and sensual depravity.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
139,Holes,Louis Sachar (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1603402798l/38709._SX318_.jpg,"Stanley Yelnats is under a curse. A curse that began with his no-good-dirty-rotten-pig-stealing-great-great-grandfather and has since followed generations of Yelnats. Now Stanley has been unjustly sent to a boys’ detention center, Camp Green Lake, where the boys build character by spending all day, every day digging holes exactly five feet wide and five feet deep. There is no lake at Camp Green Lake. But there are an awful lot of holes.It doesn’t take long for Stanley to realize there’s more than character improvement going on at Camp Green Lake. The boys are digging holes because the warden is looking for something. But what could be buried under a dried-up lake? Stanley tries to dig up the truth in this inventive and darkly humorous tale of crime and punishment—and redemption.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
140,"The Lion, the Witch and the Wardrobe",C.S. Lewis,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353029077l/100915.jpg,"Narnia...the land beyond the wardrobe door, a secret place frozen in eternal winter, a magical country waiting to be set free.Lucy is the first to find the secret of the wardrobe in the professor's mysterious old house. At first her brothers and sister don't believe her when she tells of her visit to the land of Narnia. But soon Edmund, then Peter and Susan step through the wardrobe themselves. In Narnia they find a country buried under the evil enchantment of the White Witch. When they meet the Lion Aslan, they realize they've been called to a great adventure and bravely join the battle to free Narnia from the Witch's sinister spell.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
141,Watchmen,Alan Moore,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442239711l/472331.jpg,"This Hugo Award-winning graphic novel chronicles the fall from grace of a group of super-heroes plagued by all-too-human failings. Along the way, the concept of the super-hero is dissected as the heroes are stalked by an unknown assassin.One of the most influential graphic novels of all time and a perennial best-seller, Watchmen has been studied on college campuses across the nation and is considered a gateway title, leading readers to other graphic novels such as V for Vendetta, Batman: The Dark Knight Returns and The Sandman series.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
142,It,Stephen King (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1334416842l/830502.jpg,"Welcome to Derry, Maine ...It’s a small city, a place as hauntingly familiar as your own hometown. Only in Derry the haunting is real ...They were seven teenagers when they first stumbled upon the horror. Now they are grown-up men and women who have gone out into the big world to gain success and happiness. But none of them can withstand the force that has drawn them back to Derry to face the nightmare without an end, and the evil without a name.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
143,The Last Olympian,Rick Riordan (Goodreads Author),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1519022209l/4556058.jpg,"All year the half-bloods have been preparing for battle against the Titans, knowing the odds of victory are grim. Kronos's army is stronger than ever, and with every god and half-blood he recruits, the evil Titan's power only grows.While the Olympians struggle to contain the rampaging monster Typhon, Kronos begins his advance on New York City, where Mount Olympus stands virtually unguarded. Now it's up to Percy Jackson and an army of young demigods to stop the Lord of Time. In this momentous final book in the New York Times best-selling series, the long-awaited prophecy surrounding Percy's sixteenth birthday unfolds. And as the battle for Western civilization rages on the streets of Manhattan, Percy faces a terrifying suspicion that he may be fighting against his own fate.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
144,The Little House Collection,"Laura Ingalls Wilder, Garth Williams (Illustrator)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1577932823l/114345._SX318_.jpg,"This nine-book paperback box set of the classic series features the classic black-and-white artwork from Garth Williams.The nine books in the timeless Little House series tell the story of Laura’s real childhood as an American pioneer, and are cherished by readers of all generations. They offer a unique glimpse into life on the American frontier, and tell the heartwarming, unforgettable story of a loving family.Little House in the Big WoodsMeet the Ingalls family—Laura, Ma, Pa, Mary, and baby Carrie, who all live in a cozy log cabin in the big woods of Wisconsin in the 1870s. Though many of their neighbors are wolves and panthers and bears, the woods feel like home, thanks to Ma’s homemade cheese and butter and the joyful sounds of Pa’s fiddle.Farmer BoyAs Laura Ingalls is growing up in a little house in Kansas, Almanzo Wilder lives on a big farm in New York. He and his brothers and sisters work hard from dawn to supper to help keep their family farm running. Almanzo wishes for just one thing—his very own horse—but he must prove that he is ready for such a big responsibility.Little House on the PrairieWhen Pa decides to sell the log house in the woods, the family packs up and moves from Wisconsin to Kansas, where Pa builds them their little house on the prairie! Living on the farm is different from living in the woods, but Laura and her family are kept busy and are happy with the promise of their new life on the prairie.On the Banks of Plum CreekThe Ingalls family lives in a sod house beside Plum Creek in Minnesota until Pa builds them a new house made of sawed lumber. The money for the lumber will come from their first wheat crop. But then, just before the wheat is ready to harvest, a strange glittering cloud fills the sky, blocking out the sun. Millions of grasshoppers cover the field and everything on the farm, and by the end of a week, there is no wheat crop left.By the Shores of Silver LakePa Ingalls heads west to the unsettled wilderness of the Dakota Territory. When Ma, Mary, Laura, Carrie, and baby Grace join him, they become the first settlers in the town of De Smet. Pa starts work on the first building of the brand new town, located on the shores of Silver Lake. The Long WinterThe first terrible storm comes to the barren prairie in October. Then it snows almost without stopping until April. With snow piled as high as the rooftops, it’s impossible for trains to deliver supplies, and the townspeople, including Laura and her family, are starving. Young Almanzo Wilder, who has settled in the town, risks his life to save the town.Little Town on the PrairieDe Smet is rejuvenated with the beginning of spring. But in addition to the parties, socials, and “literaries,” work must continue. Laura spends many hours sewing shirts to help Ma and Pa get enough money to send Mary to a college for the blind. But in the evenings, Laura makes time for a new caller, Almanzo Wilder.These Happy Golden YearsLaura must continue to earn money to keep Mary in her college for the blind, so she gets a job as a teacher. It’s not easy, and for the first time she’s living away from home. But it gets a little better every Friday, when Almanzo picks Laura up to take her back home for the weekend. Though Laura is still young, she and Almanzo are officially courting, and she knows that this is a time for new beginnings.The First Four YearsLaura Ingalls and Almanzo Wilder have just been married! They move to a small prairie homestead to start their lives together. But each year brings new challenges—storms, sickness, fire, and unpaid debts. These first four years call for courage, strength, and a great deal of determination. And through it all, Laura and Almanzo still have their love, which only grows when baby Rose arrives.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
